source	tier	venue	title
dblp	other_task	mm2023	Unlocking the Power of Multimodal Learning for Emotion Recognition in Conversation
dblp	other_task	mm2024	A Unimodal Valence-Arousal Driven Contrastive Learning Framework for Multimodal Multi-Label Emotion Recognition
dblp	other_task	mm2024	Ada2I: Enhancing Modality Balance for Multimodal Conversational Emotion Recognition
dblp	other_task	mm2024	Aspects are Anchors:  Towards Multimodal Aspect-based Sentiment Analysis via Aspect-driven Alignment and Refinement
dblp	other_task	mm2024	Correlation-Driven Multi-Modality Graph Decomposition for Cross-Subject Emotion Recognition
dblp	other_task	mm2024	DQ-Former: Querying Transformer with Dynamic Modality Priority for Cognitive-aligned Multimodal Emotion Recognition in Conversation
dblp	other_task	mm2024	Emotion Recognition in HMDs: A Multi-task Approach Using Physiological Signals and Occluded Faces
dblp	other_task	mm2024	Label-Efficient Emotion and Sentiment Analysis
dblp	other_task	mm2024	Multimodal Emotion Recognition Calibration in Conversations
dblp	other_task	mm2024	Multimodal Fusion via Hypergraph Autoencoder and Contrastive Learning for Emotion Recognition in Conversation
dblp	other_task	mm2024	Observe before Generate: Emotion-Cause aware Video Caption for Multimodal Emotion Cause Generation in Conversations
dblp	other_task	mm2024	PanoSent: A Panoptic Sextuple Extraction Benchmark for Multimodal Conversational Aspect-based Sentiment Analysis
dblp	other_task	mm2024	Sentiment-oriented Sarcasm Integration for Video Sentiment Analysis Enhancement with Sarcasm Assistance
dblp	other_task	mm2024	TGCA-PVT: Topic-Guided Context-Aware Pyramid Vision Transformer for Sticker Emotion Recognition
dblp	other_task	mm2024	Two in One Go: Single-stage Emotion Recognition with Decoupled Subject-context Transformer
dblp	other_task	mm2024	WSEL: EEG Feature Selection with Weighted Self-expression Learning for Incomplete Multi-dimensional Emotion Recognition
dblp	other_task	mm2025	Affective-CoT: Decomposing Multimodal Emotion Reasoning through a Hierarchical Cognitive Workflow
dblp	other_task	mm2025	Agent-MER: A Cognitive Agent with Hierarchical Deliberation for Open-Vocabulary Multimodal Emotion Recognition
dblp	other_task	mm2025	Benchmarking and Bridging Emotion Conflicts for Multimodal Emotion Reasoning
dblp	other_task	mm2025	Beyond Emotion Recognition: A Multi-Turn Multimodal Emotion Understanding and Reasoning Benchmark
dblp	other_task	mm2025	CogMAEC'25: The 1st Workshop on Cognition-oriented Multimodal Affective and Empathetic Computing
dblp	other_task	mm2025	DEEMO: De-identity Multimodal Emotion Recognition and Reasoning
dblp	other_task	mm2025	DRKF: Decoupled Representations with Knowledge Fusion for Multimodal Emotion Recognition
dblp	other_task	mm2025	EEG-SCMM: Soft Contrastive Masked Modeling for Cross-Corpus EEG-Based Emotion Recognition
dblp	other_task	mm2025	EMO-Avatar: An LLM-Agent-Orchestrated Framework for Multimodal Emotional Support in Human Animation
dblp	other_task	mm2025	Emotion across Modalities and Cultures: Multilingual Multimodal Emotion-Cause Analysis with Memory-inspired Framework
dblp	other_task	mm2025	Eye-based Emotion Recognition via Event-Driven Sparse Transformers
dblp	other_task	mm2025	Grounding Emotion Recognition with Visual Prototypes: VEGA - Revisiting CLIP in MERC
dblp	other_task	mm2025	Hardness-Aware Dynamic Curriculum Learning for Robust Multimodal Emotion Recognition with Missing Modalities
dblp	other_task	mm2025	MGHFT: Multi-Granularity Hierarchical Fusion Transformer for Cross-Modal Sticker Emotion Recognition
dblp	other_task	mm2025	MoCERNet: A Modality-Complete Modeling Framework for Emotion Recognition in Physiological Signals under Imperfect Modal Matching
dblp	other_task	mm2025	Multimodal Emotion Recognition with Missing Modality via a Unified Multi-task Pre-training Framework
dblp	other_task	mm2025	Personality Prediction via Multimodal Fusion with Sentiment Analysis Enhancement
dblp	other_task	mm2025	Real-Time EEG Emotion Recognition from Dynamic Mixed Spatiotemporal Graph Learning
dblp	other_task	mm2025	SDG-MLLM: Injecting Structured Dialogue Graphs into MLLM for Multimodal Conversational Aspect-Based Sentiment Analysis
dblp	other_task	mm2025	Sera: Separated Coarse-to-fine Representation Alignment for Cross-subject EEG-based Emotion Recognition
dblp	other_task	mm2025	Structured Prompting and LLM Ensembling for Multimodal Conversational Aspect-based Sentiment Analysis
dblp	other_task	mm2025	The ACM Multimedia 2025 Grand Challenge of Multimodal Conversational Aspect-based Sentiment Analysis
dblp	other_task	mm2025	Toward Reliable Emotion Recognition: Alleviating Label Noise and Reducing Uncertain Prediction
dblp	other_task	mm2025	UniEmotion: A Unified Framework for Multimodal Emotion Recognition with Iterative Consensus-based Training
dblp	other_task	naacl2018-1	Conversational Memory Network for Emotion Recognition in Dyadic Dialogue Videos
dblp	other_task	naacl2018-1	Sentiment Analysis: It's Complicated!
dblp	other_task	naacl2018-1	Solving Data Sparsity for Aspect Based Sentiment Analysis Using Cross-Linguality and Multi-Linguality
dblp	other_task	naacl2018-2	Knowledge-Enriched Two-Layered Attention Network for Sentiment Analysis
dblp	other_task	naacl2018-2	Modeling Inter-Aspect Dependencies for Aspect-Based Sentiment Analysis
dblp	other_task	naacl2018-2	Recurrent Entity Networks with Delayed Memory Update for Targeted Aspect-Based Sentiment Analysis
dblp	other_task	naacl2019-1	BERT Post-Training for Review Reading Comprehension and Aspect-based Sentiment Analysis
dblp	other_task	naacl2019-1	HiGRU: Hierarchical Gated Recurrent Units for Utterance-Level Emotion Recognition
dblp	other_task	naacl2019-1	Multi-task Learning for Multi-modal Emotion Recognition and Sentiment Analysis
dblp	other_task	naacl2019-1	Utilizing BERT for Aspect-Based Sentiment Analysis via Constructing Auxiliary Sentence
dblp	other_task	naacl2021	ASAP: A Chinese Review Dataset Towards Aspect Category Sentiment Analysis and Rating Prediction
dblp	other_task	naacl2021	Aspect-based Sentiment Analysis with Type-aware Graph Convolutional Networks and Layer Ensemble
dblp	other_task	naacl2021	Does syntax matter? A strong baseline for Aspect-based Sentiment Analysis with RoBERTa
dblp	other_task	naacl2021	Domain Adaptation for Arabic Cross-Domain and Cross-Dialect Sentiment Analysis from Contextualized Word Embedding
dblp	other_task	naacl2021	MUSER: MUltimodal Stress detection using Emotion Recognition as an Auxiliary Task
dblp	other_task	naacl2021	Multimodal End-to-End Sparse Model for Emotion Recognition
dblp	other_task	naacl2021-2	When and Why a Model Fails? A Human-in-the-loop Error Detection Framework for Sentiment Analysis
dblp	other_task	naacl2022	Aspect Is Not You Need: No-aspect Differential Sentiment Framework for Aspect-based Sentiment Analysis
dblp	other_task	naacl2022	COGMEN: COntextualized GNN based Multimodal Emotion recognitioN
dblp	other_task	naacl2022	CoMPM: Context Modeling with Speaker's Pre-trained Memory Tracking for Emotion Recognition in Conversation
dblp	other_task	naacl2022	Multi-Domain Targeted Sentiment Analysis
dblp	other_task	naacl2022	SSEGCN: Syntactic and Semantic Enhanced Graph Convolutional Network for Aspect-based Sentiment Analysis
dblp	other_task	naacl2022	UserIdentifier: Implicit User Representations for Simple and Effective Personalized Sentiment Analysis
dblp	other_task	naacl2022f	A Generative Language Model for Few-shot Aspect-Based Sentiment Analysis
dblp	other_task	naacl2024	IndiSentiment140: Sentiment Analysis Dataset for Indian Languages with Emphasis on Low-Resource Languages using Machine Translation
dblp	other_task	naacl2024	Multimodal Multi-loss Fusion Network for Sentiment Analysis
dblp	other_task	naacl2024	Quantum-inspired Language Model with Lindblad Master Equation and Interference Measurement for Sentiment Analysis
dblp	other_task	naacl2024	TelME: Teacher-leading Multimodal Fusion Network for Emotion Recognition in Conversation
dblp	other_task	naacl2024-2	InstructABSA: Instruction Learning for Aspect Based Sentiment Analysis
dblp	other_task	naacl2024f	Aspect-based Sentiment Analysis with Context Denoising
dblp	other_task	naacl2024f	C³LPGCN:Integrating Contrastive Learning and Cooperative Learning with Prompt into Graph Convolutional Network for Aspect-based Sentiment Analysis
dblp	other_task	naacl2024f	DAGCN: Distance-based and Aspect-oriented Graph Convolutional Network for Aspect-based Sentiment Analysis
dblp	other_task	naacl2024f	Emotion-Anchored Contrastive Learning Framework for Emotion Recognition in Conversation
dblp	other_task	naacl2024f	Sentiment Analysis in the Era of Large Language Models: A Reality Check
dblp	other_task	naacl2025-1	Mixture of Multimodal Adapters for Sentiment Analysis
dblp	other_task	naacl2025-1	Single Ground Truth Is Not Enough: Adding Flexibility to Aspect-Based Sentiment Analysis Evaluation
dblp	other_task	naacl2025-4	Detecting Sexism in Tweets: A Sentiment Analysis and Graph Neural Network Approach
dblp	other_task	naacl2025-4	From Annotation to Adaptation: Metrics, Synthetic Data, and Aspect Extraction for Aspect-Based Sentiment Analysis with Large Language Models
dblp	other_task	naacl2025f	A Comprehensive Survey of Contemporary Arabic Sentiment Analysis: Methods, Challenges, and Future Directions
dblp	other_task	naacl2025f	Beyond Silent Letters: Amplifying LLMs in Emotion Recognition with Vocal Nuances
dblp	other_task	naacl2025f	Evaluating Vision-Language Models for Emotion Recognition
dblp	other_task	naacl2025f	Exploring Hybrid Sampling Inference for Aspect-based Sentiment Analysis
dblp	other_task	naacl2025f	Multi-Condition Guided Diffusion Network for Multimodal Emotion Recognition in Conversation
dblp	other_task	naacl2025f	PEMV: Improving Spatial Distribution for Emotion Recognition in Conversations Using Proximal Emotion Mean Vectors
